item_category_link_uid,item_category_uid,sequence_no,link_name,full_link_path
27116,18442,3,Product Return and Warranty Policy,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medi_Levamed_Warranty.pdf
14841,14213,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medi_m.3_sizingchart.pdf
14839,7738,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medi_m.4_sizingchart.pdf
14842,7633,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medi_m.4s_sizingchart.pdf
18327,4152,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medi_medivenactive_sizingchart.pdf
18323,6684,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medi_medivenformenclassicandselect_sizingchart.pdf
16986,5530,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medi_medivenpatriot_sizingchart.pdf
13770,13976,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medi_pantheracf3_sizingchart.pdf
15820,13523,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medi_protect.4.evo_sizingchart.pdf
18074,11794,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medi_prtoectepicorom_sizingchart.pdf
15773,13739,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medi_rxkneebraceundersleeve_sizingchart.pdf
10324,8573,2,Custom Order Form,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medi_shrinker_order_form.pdf
19757,9166,3,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medi_Spinomed_sizingchart.pdf
8618,9166,2,Instructions Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medi_spinomediv_instructions.pdf
23984,17117,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialites_gripperromhingekneebracewithcoolflex_sizingchart.pdf
24003,15281,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_airshiftoakneebrace_sizingchart.pdf
23996,11796,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_AKS (TM) Knee Support with Plastic Hinges - CoolFlex_sizingchart.pdf
14625,13524,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_asoanklestabilizer_sizingchart.pdf
14603,11798,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_asoflex-hingeanklestablilizer_sizingchart.pdf
14605,11800,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_asomaxanklestabilizer.pdf
14623,13527,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_compressor_sizingchart.pdf
14622,13528,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_evohingedanklestabilizer_sizingchart.pdf
14617,13322,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_evospeedlanceranklestabilizer_sizingchart.pdf
24002,17126,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_gripper12inromhingekneebracewithneoprene_sizingchart.pdf
23986,17118,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_gripper16ingphingebracewithcoolflex_sizingchart.pdf
23982,17116,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_gripper16romhingkneebracewithneoprene_sizingchart.pdf
24000,17124,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_gripper2hingedkneebracewithneoprene.pdf
14606,11813,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_patellavatorkneeorthosis_sizingchart.pdf
14618,13323,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_phantomdorsalnightsplint_sizingchart.pdf
14607,11814,2,Sizing Chart (Female),https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_post-opshoewithvelcrofemale.pdf
14608,11814,3,Sizing Chart (Male),https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_post-opshoewithvelcromale.pdf
14609,11815,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_rockerbottomcastsandal_sizingchart.pdf
14621,13529,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_rynolacerblackright_sizingchart.pdf
14610,11816,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_rynolacershort_sizingchart.pdf
14611,11817,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_shoulderimmobilizer_sizingchart.pdf
14612,11819,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_teepeethumbprotector_sizingchart.pdf
14619,13324,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_universalelasticabdominalbinder_sizingchart.pdf
14613,11820,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_universalfoamkneeimmobilizer_sizingchart.pdf
14614,11821,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_universalrynolancer_sizingchart.pdf
24009,17132,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_UniversalV-StrapTM1012_sizingchart.pdf
14615,11822,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_universalwristlancer_sizingchart.pdf
14616,11823,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medicalspecialties_v-strap_sizingchart.pdf
15764,13325,2,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Medicut_Scalpels_Disposable_msds.pdf
15765,13325,3,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Medicut_Scalpels_Disposable_salessheet.pdf
13605,13910,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/mediven_harmony_sizingchart.pdf
13607,13916,2,Box Cover,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/mediven_Vitality_BoxCover.pdf
13608,13916,3,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/mediven_vitality_sizingchart.pdf
13609,13916,4,Sizing Chart 2,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/mediven_vitality_sizingchart2.pdf
15036,13328,3,PDAC - G,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medline_aluminumquadcanes_pdac.pdf
15037,13328,4,PDAC - MDS,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medline_aluminumquadcanes_pdac2.pdf
15035,13328,2,Specifications,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medline_aluminumquadcanes_specs.pdf
15031,11827,2,PDAC,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medline_guardiansupercrutchtip_pdac.pdf
15041,13330,4,HEELMEDIX Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medline_heelmedixheelprotectors_brochure.pdf
15042,13330,5,PDAC,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medline_heelmedixheelprotectors_pdac.pdf
15040,13330,3,HEEL & ELBOW PROTECTION,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medline_heelmedixheelprotectors_salessheet.pdf
15039,13330,2,Specifications,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medline_heelmedixheelprotectors_specs.pdf
15046,13333,3,PDAC,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medline_traditionalwoodencanes_pdac.pdf
15045,13333,2,Specifications,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medline_traditionalwoodencanes_specs.pdf
15032,11828,2,Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/medline_transporesurgicaltape_safetydata.pdf
21525,954,7,Product Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/mekbrochure.pdf
405004,20367,2,Meridium Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Meridium_Foot_Brochure.pdf
481,254,1,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Miami J Family Brochure P-530415.pdf
27005,18395,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Miami J Select .pdf
22910,16663,7,Catalog page,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Miami LSO™ Catalog page.pdf
22909,16663,6,PDAC Letters,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Miami LSO™ PDAC.pdf
22905,16663,2,Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Miami_LSO_Brochure_FINAL.PDF
22907,16663,4,Clinical Starcast Presentation,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Miami_LSO_Clinical_Presentation_Americas.pdf
27120,18443,3,Miami TLSO Reference Guide,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Miami_LSO_Miami_TLSO_Reference_Guide.pdf
27119,18443,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Miami_LSO_TLSO_Brochure.pdf
395431,15562,5,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MightyMite_IFU.pdf
22889,16660,2,Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MKT00-5539-RevB-DonJoy-Ultrasling-Quadrant-Brochure_r1.pdf
27070,18421,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MKT00-7805-Procare-Datasheet_r4%20(003).pdf
22908,16663,5,Instructions for use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MLSO IFU.PDF
25812,17903,2,Mole VSP2 Specification Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/mole_carver_2.pdf
24767,17420,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/mom-ez-maternity-support-size-chart-_if_em03915_3.pdf
15610,13342,2,SDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/mooremedical_sani-clothplusgermicidaldisposableclothwipes_safetydatasheet.pdf
15609,13341,2,SDS Statement Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/moremedical_microporesurgicaltape_information.pdf
406317,10308,4,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Motion Step Foot Catalog.pdf
404068,13889,4,Product Manual,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Motionfoot-MX-Brochure-07-21-2014-Fishing.pdf
15777,11792,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/mp_foam55eva_sizingchart.pdf
405011,20367,4,Microprocessor Ankle/Foot Clinical Studies,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MPF_ClinicalStudies_09058.pdf
405624,20317,3,C-Leg Service Pass (Warranty and Service),https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MPK_Warranty_Brochure(merged).pdf
405014,20367,9,MPK Coding Options (US only),https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MPKCodingOptions_01010-US.pdf
23998,17121,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/ms_AKSTM Knee Support with Metal Hinges and Straps - Neoprene.pdf
7547,8141,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/ms_ASOSpeedLacerAnkleStabilizer_sizingchart.pdf
24013,17134,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/ms_CMCThumbSupport_sizingchart.pdf
7551,8144,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/ms_EVOAnkleStabilizer_sizingchart.pdf
26096,18050,2,Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/msc_3m_thermoplasticratchetadjustedheadgear_salessheets.pdf
26086,18040,2,Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/msc_reusableflangeearplugs_salessheet.pdf
20905,15836,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS Loctite 79288502.PDF
21522,954,4,Material Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS_847G1.pdf
26195,18084,2,MSDS Sheet Part A,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS_Endofoam_Part_A.pdf
18106,14835,2,Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS_Pre-preg.pdf
800,1110,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS002-3MSandingCones7pages.pdf
509,937,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS003-3MSA-77_3MAerosolAdhesive7724OZ9pages.pdf
510,938,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS004-3MSA-90_3MAerosolAdhesive9017OZ8pages.pdf
802,825,2,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS005-83SIA_AdhesiveBackedSifoam1page.pdf
803,983,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS007-700-007_Ortho-Coat3pages.pdf
804,761,2,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS013-400040504055-01-12-24_Bio-FoamFootImpression2pages.pdf
806,822,2,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS015-479147924793-A_Nickelplast2pages.pdf
7354,822,4,MSDS Sheet - X-Firm,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS016-48014802480348044805-AM_NickelplastX-Firm2pages.pdf
7352,4254,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS017-5555_Kemblo2pages.pdf
807,1703,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS018-9110_Dry-LiteLiquidBodyPowder2pages.pdf
7349,936,2,MSDS Sheet - 24221,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS019-24221_NutLock5pages.pdf
810,979,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS021-40742_Ipocon7Adhesive2pages.pdf
811,3352,2,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS024-418334183541845418554186541885_PlasterBandageFast2pages.pdf
812,971,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS025-SILUB-66_3MDryTypeSiliconeLubricant10oz8pages.pdf
7355,4370,2,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS026-51264_Hosmer-LacGallon3pages.pdf
814,801,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS029-58364Pinkand58369White_AdhesiveMoleskin1page.pdf
815,763,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS030-120025_COEAlginate-5lbs2pages.pdf
816,859,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS031-195478-198487and195518-195521_VelstretchLoop3pages.pdf
7359,4398,2,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS032-199026_SprayforImageTransfers4pages.pdf
819,976,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS041-A-106_SiliconeFoam5pages.pdf
402963,1485,6,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS043-AlphaCushionLiner2pages.pdf
536,958,1,MSDS Sheet - ATC-1LB,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS047-ATC-1LB_ATCPasteCatalyst7pages.pdf
7347,7136,2,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS048-BargeSuperStickGallonBargeSuperStick3pages.pdf
524,943,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS049-BAT-G-Q_BargeCementThinner3pages.pdf
513,928,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS050-BC-G-Q_BargeCement2pages.pdf
823,1704,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS051-BP-100_BabyPowder2pages.pdf
7357,958,2,MSDS Sheet - BPO-1LB,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS052-BPO-1LB_BPOPasteCatalyst4pages.pdf
824,1010,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS053-BW-1LB_BeesWax4pages.pdf
519,935,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS055-CA4-1OZ_3MOneDropAdhesive1OZTube6pages.pdf
826,984,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS056-CAC-1LB_CelluloseAcetateCrystals6pages.pdf
827,1155,2,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS057-CFB-04-05-06-08-100_CarbonFiberBraidStockinette2pages.pdf
828,794,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS058-CFC-420-R_CarbonFiberCloth4pages.pdf
829,793,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS059-CFT-100-200-300_CarbonFiberTape4pages.pdf
534,956,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/MSDS060-CH-MAR_CreamHardener4pages.pdf
